id;item;x;y;z
7767872299069939238;waddletoothnest;-814,056763;58,6141815;-462,637024
9044266932502480241;waddletoothnest;-808,095703;59,9241791;-455,569458
-3939150963604946302;waddletoothnest;-798,868042;84,21418;-24,7106323
1874473130651276976;waddletoothnest;-775,626709;98,8941803;-321,982178
-6408229816823690935;waddletoothnest;-748,882568;62,2241783;-620,068115
9184328507573899070;waddletoothnest;-746,266724;112,64418;-266,982178
4982661212386937269;waddletoothnest;-740,887573;85,9341812;-58,2992554
-7093651645912017845;waddletoothnest;-714,778564;105,414177;116,238281
-4420013521422078935;waddletoothnest;-696,904907;173,374176;399,931885
2086914902863608104;waddletoothnest;-691,059875;64,0841827;-491,926147
4196342829461876789;waddletoothnest;-690,246704;119,334183;5,94781494
-2210785732707260939;waddletoothnest;-621,506836;105,224182;-115,634766
-8140495928757522048;waddletoothnest;-620,489624;104,934181;-153,104065
1529774914677845805;waddletoothnest;-619,036682;55,5341797;-766,822205
-9119185443398820032;waddletoothnest;-521,526672;26,4741783;-808,9422
2087611463672901596;waddletoothnest;-520,424194;57,544178;-695,305908
-3895671750372558916;waddletoothnest;-512,556702;57,1341782;-695,412231
2613641560810126206;waddletoothnest;-506,950439;57,5741806;-548,991455
7489688076869977337;waddletoothnest;-488,216675;28,794178;-822,472168
7715575735279600496;waddletoothnest;-488,047913;59,1240845;652,972473
5780098450048907537;waddletoothnest;-486,664917;57,6266441;673,952698
-8763166661877333734;waddletoothnest;-471,666687;59,6841812;-375,492188
3335239015278388671;waddletoothnest;-467,456665;60,0741806;-366,872192
-5715300047161559183;waddletoothnest;-442,296692;64,6041794;-263,202209
-4146509694279374391;waddletoothnest;-438,24762;59,2241783;-723,414001
5260956994889763876;waddletoothnest;-428,977692;61,5161781;-402,206177
5560747836350927484;waddletoothnest;-416,770996;68,124176;-141,754333
-7846796276076541013;waddletoothnest;-409,125244;79,1841812;-604,484436
869044194623114027;waddletoothnest;-387,863403;64,2641754;-129,548767
7289151214458032602;waddletoothnest;411,099487;35,6141777;482,236206
-5657364380489281360;waddletoothnest;470,221069;32,1341782;680,989807
8620876260039217133;waddletoothnest;470,805176;32,1241798;672,583801
6745838398397428221;waddletoothnest;500,708618;52,4741783;-158,017151
7522500649957595572;waddletoothnest;525,224365;29,96418;-483,451721
-5235445915982316783;waddletoothnest;536,366577;80,374176;114,557617
-7550569874127396353;waddletoothnest;538,01709;31,6341782;-499,76709
-9136914437396530975;waddletoothnest;538,667969;26,8161774;-594,254883
-3491661133439710264;waddletoothnest;566,052979;81,6641769;112,257324
8086338485170278302;waddletoothnest;587,918579;82,0041809;88,8233643
-7021084525194363429;waddletoothnest;597,966553;81,9741821;307,216309
-2781981598248490203;waddletoothnest;619,120483;47,0141792;-146,394409
-5890545989076681379;waddletoothnest;642,780762;28,2741776;-648,073242
8343869877079565286;waddletoothnest;645,606079;27,6875687;-785,272461
-4355195337861483479;waddletoothnest;661,432739;30,3183899;-712,087646
-3376841447120142902;waddletoothnest;739,443359;26,7691803;-586,502197
-4583686132609700037;waddletoothnest;863,873291;26,0841789;280,417786
5829750529273874077;waddletoothnest;863,918091;25,3241806;262,567017
6420571116434949749;waddletoothnest;865,333374;25,4741783;271,107788
-2906144989751530751;waddletoothnest;871,121338;25,8941803;280,698975
8134330746209857820;waddletoothnest;873,651855;25,1741791;272,866943
8710623597651338856;waddletoothnest;874,694946;26,1441803;288,341553
-2011001774365721480;waddletoothnest;879,965454;26,2441788;282,342041
