id;item;x;y;z
4059150972971817901;bleekerantenna;-735,929993;88,1600037;-140,419998
325796281360157606;bleekerantenna;-441,019989;92,3799973;-90,7300034
7583108140107290684;bleekerantenna;-379,51001;52,2700005;805,289978
4073632082521578422;bleekerantenna;-54,1500015;65,0599976;53,9199982
1670806339465430929;bleekerantenna;140,850464;37,9718819;654,799561
2477194826956443822;bleekerantenna;186;36,3300018;335,429993
-8090078076464350126;bleekerantenna;328,199097;85,3167419;69,6567383
4319466085235687552;bleekerantenna;420,02771;32,055809;649,894165
-5237664188863911528;bleekerantenna;598,155518;42,1733437;448,180542
-3841155462378479201;bleekerantenna;603,838135;32,9410133;-242,364868
