id;item;x;y;z
-4821867260700864040;keygraphite;-839,580933;25,8523026;547,03186
4232648244297113453;keygraphite;-836,84259;61,1869659;-70,9723511
-5621915598745491900;keygraphite;-836,672974;25,908844;547,963013
2951491447407771645;keygraphite;-800,293945;68,3968353;-571,843933
4254878699671700917;keygraphite;-770,288147;105,145439;-236,825745
6517571503818046434;keygraphite;-738,64856;26,0624084;-877,516724
-552897377685956289;keygraphite;-736,928955;25,8582401;-876,812927
-470008042477591226;keygraphite;-736,800049;126,398872;-4,10101318
6551382465699730888;keygraphite;-734,41626;126,484833;-3,56872559
3069768375756792615;keygraphite;-731,441711;102,761375;162,66925
-8222032420536922356;keygraphite;-729,523926;103,726837;163,376038
2441986787820377104;keygraphite;-723,296021;26,501215;783,824097
-2190159915739377138;keygraphite;-722,704346;118,364639;-331,20697
-7361671780962159502;keygraphite;-722,330872;117,645439;-333,276825
-5547111170581405702;keygraphite;-708,651123;41,6354027;575,535645
7823619297288409732;keygraphite;-706,303711;41,6771164;574,899902
-2251790464920974665;keygraphite;-697,428223;133,924347;475,083008
-499049987057073087;keygraphite;-695,974609;135,034302;473,365967
-2578860731619324726;keygraphite;-688,268921;108,734833;-164,132935
-7379708712974563583;keygraphite;-687,135376;108,158401;-163,012146
-8245839205226035626;keygraphite;-686,238647;97,8973083;-712,026855
391456751904839284;keygraphite;-686,170898;98,0458374;-710,437988
-1482762588263839963;keygraphite;-677,334412;173,492706;339,218384
1538290478074467207;keygraphite;-676,792969;173,764099;341,992065
-4468488587835012175;keygraphite;-643,84729;95,1478271;555,122925
6151208391709784045;keygraphite;-642,457886;94,9418335;554,666992
-1698119870614282991;keygraphite;-641,357788;60,2697945;-521,657104
1277724263143250658;keygraphite;-636,53125;120,333939;-354,334686
4195275401433310807;keygraphite;-634,37677;120,758301;-354,280579
-1127278158266085126;keygraphite;-596,733887;222,066833;316,895996
7442304003682433594;keygraphite;-596,52356;221,435287;314,066284
-4336625841586450477;keygraphite;-579,93396;96,8768311;-434,589966
-7395120580101413722;keygraphite;-578,03894;96,6902924;-434,645203
4867541240270870126;keygraphite;-529,815979;101,512398;-160,118164
-5877887733015787144;keygraphite;-512,216431;131,129974;138,313538
8421152589183929355;keygraphite;-510,42691;32,0312119;-799,685852
-2542854607151128478;keygraphite;-508,886963;131,339127;139,620117
-1092949361396133302;keygraphite;-508,387512;32,5486565;-799,94989
-3288458879404486530;keygraphite;-478,590881;197,183594;385,060425
8375764194356005671;keygraphite;-474,805725;196,904465;383,50061
7532083699142391586;keygraphite;-457,496094;67,3483124;-572,35376
192539789222156580;keygraphite;-457,039612;67,32827;-573,788757
6862618248109810514;keygraphite;-455,021637;67,441925;-573,817017
6747648607647820608;keygraphite;-454,659973;67,7935944;-572,392456
2658459420531518084;keygraphite;-452,105713;63,1342239;-450,614441
4460556495984970423;keygraphite;-450,946106;62,6579628;-447,78595
1045878456436647463;keygraphite;-447,369995;76,0228271;-143,47998
3947381110924582521;keygraphite;-447,2771;75,8038635;-145,261353
-7679221728975809635;keygraphite;-428,058807;118,895599;625,769165
-1504596922906457895;keygraphite;-427,640564;83,8589478;7,26660156
6122262581426905598;keygraphite;-423,063904;120,116837;112,476074
1973387955181207912;keygraphite;-420,699371;120,545143;112,893127
5777508131572461821;keygraphite;-402,501556;156,31604;225,041382
-6290087005053128734;keygraphite;-401,501526;156,325928;222,409546
2435995601918064721;keygraphite;-383,613892;51,4020844;826,931763
-3216044663190441309;keygraphite;-382,444031;51,2133942;828,35498
797452249951178584;keygraphite;-380,984802;71,2570877;691,602661
-1813404289672496777;keygraphite;-368,114075;98,9951782;-646,453979
-58067942878837731;keygraphite;-367,014526;99,6356506;-645,200439
1518952102864321510;keygraphite;-364,115906;64,5758362;-240,861938
-6908239839680709069;keygraphite;-362,972198;64,7725983;-242,71106
-8160257995533616452;keygraphite;-349,883942;63,6132545;46,9332886
8619909321711644105;keygraphite;-341,653931;139,536835;491,896118
4971523667550105484;keygraphite;-338,412109;103,779434;-514,306396
527641570268180761;keygraphite;-337,613922;103,956833;-512,463867
2162728097120186332;keygraphite;-304,495697;60,7671585;-113,348938
1295009190624498377;keygraphite;-296,491943;85,8860474;-674,046631
-3772999402303883974;keygraphite;-295,233917;26,0968323;809,32605
-950733890576920366;keygraphite;-294,711456;25,9636803;811,190063
1674846694613296880;keygraphite;-293,644012;85,519577;-676,166504
-2216813360528117336;keygraphite;-285,975861;77,4778748;107,50708
-3932861642852789509;keygraphite;-285,947693;77,2004089;110,995056
6653489421495658143;keygraphite;-266,406799;82,7093353;263,770996
6326818202806718884;keygraphite;-258,16394;74,800827;-782,313965
-931460926794117499;keygraphite;-237,430481;115,834358;409,552002
-6619353290734983336;keygraphite;-226,446198;74,5809479;-211,578674
-7906726922640383688;keygraphite;-225,020004;75,0478363;-210,830017
5151821279856189658;keygraphite;-213,608978;72,2340851;-116,894104
-7081221104236535360;keygraphite;-213,094116;95,6587143;614,190186
-2383934667762161543;keygraphite;-212,917435;72,6331329;-118,245972
8079623935757010657;keygraphite;-211,053925;96,1828308;614,175903
369256002743523542;keygraphite;-190,709763;36,8618202;-503,838043
7412969793355469133;keygraphite;-187,572205;56,5501556;-434,576172
640101169104585669;keygraphite;-182,7491;63,6039619;21,7719727
-2427745796609702601;keygraphite;-180,576721;64,2040176;21,9030762
7549275662894740237;keygraphite;-161,847336;66,5645142;602,388428
7864486551250852582;keygraphite;-160,069122;66,2647095;600,42688
1964776959595998540;keygraphite;-159,041946;66,2568665;-231,030945
3966936030822396540;keygraphite;-158,682419;66,3557892;-229,5802
-2687956584519001306;keygraphite;-135,598373;67,1347122;663,948364
2511493918696558332;keygraphite;-132,743927;67,2668457;662,635986
-2710356195713030895;keygraphite;-132,125854;116,840218;472,909912
-8021797822434329971;keygraphite;-130,676773;116,253609;473,410889
2043438310381140271;keygraphite;-126,399872;44,3111572;-546,921387
-1416153455684710147;keygraphite;-124,686218;44,2947617;-545,109375
2484333411693513899;keygraphite;-115,280334;131,858597;255,738037
-6903282917018759520;keygraphite;-102,759262;102,008652;456,921021
5457882130973639350;keygraphite;-102,056656;102,036057;458,223389
-8556370210100727794;keygraphite;-101,056732;90,2944717;553,55188
7465280300003205247;keygraphite;-99,9984894;89,9793625;551,398682
8285404792764830535;keygraphite;-83,1781921;45,5193596;741,146851
-125856743567672690;keygraphite;-61,6159058;62,5788269;-495,257935
-4659670440821213318;keygraphite;-61,478363;62,6077805;-491,827271
8450765563945038469;keygraphite;-60,1056213;93,7605286;292,491699
6543236870261504257;keygraphite;-48,5665894;58,0587997;-245,132996
8821461758907194482;keygraphite;-47,7999878;58,7999878;-246,800049
-8305740975804781505;keygraphite;-35,2424011;73,8951721;-131,348816
-8287177220062974521;keygraphite;-33,3482361;73,8513031;-132,152588
2840636028350096581;keygraphite;-30,6638794;50,5957031;-420,682068
-2866280345375163462;keygraphite;-30,0879211;50,6798401;-419,614929
-1022445482291785014;keygraphite;-28,7426453;86,3585968;89,2305908
1706438287990289742;keygraphite;-22,9961853;27,2071171;910,460083
6827514280055636530;keygraphite;-22,0915222;27,0638542;911,898315
4162580276229344606;keygraphite;-14,8405457;76,8343353;425,762939
-1797433800200671105;keygraphite;-11,6769409;72,7012558;335,037964
-6865540464184438159;keygraphite;-10,8209229;72,4068298;333,574097
-85217248151823292;keygraphite;-7,85794067;77,963089;249,548218
-5688828302051026558;keygraphite;0;0;0
1608010927849078658;keygraphite;8,21749878;26,0567055;-540,042969
-7717015616156072897;keygraphite;11,6460571;26,2068176;-539,94397
579313760808892804;keygraphite;42,1590881;52,4518433;368,986084
-5841377101851411911;keygraphite;42,2512817;52,2131119;370,488403
5560985031871164162;keygraphite;51,9876709;30,8083954;719,741699
1280698090647806969;keygraphite;87,4845581;75,541748;-365,446655
-4069923543894853946;keygraphite;89,2760315;75,5898285;-365,082947
-5450105471623992899;keygraphite;93,5470581;60,6470871;-88,859436
203032362623588746;keygraphite;95,5464478;60,1757278;-89,380188
6500044917159584344;keygraphite;104,380981;55,8700867;241,020874
-9054372061415554115;keygraphite;106,407837;55,8177261;240,180786
-9177759140254374721;keygraphite;114,213379;34,2768707;565,144775
3932493920974261528;keygraphite;118,206085;66,9968262;35,6660767
6356449734921881495;keygraphite;121,019989;66,8701553;36,7294312
2631852723525552355;keygraphite;141,806061;37,1868286;221,296021
-6577397646015755335;keygraphite;143,525574;36,7895241;224,631226
6745483273034160682;keygraphite;145,396271;68,3933716;-164,172668
7999373608347063068;keygraphite;146,095947;68,424942;-165,987854
3904477416571782469;keygraphite;160,824982;38,140789;328,699341
8039939367722269813;keygraphite;182,291901;51,2719688;-26,817688
-5885786694559534088;keygraphite;183,7117;25,2213001;796,799805
2871837361027531982;keygraphite;184,278107;25,1498413;799,154907
6448908631725079893;keygraphite;230,999054;33,8888245;399,638062
-5940352106403990868;keygraphite;232,335541;34,1480942;400,731079
4470120020102707562;keygraphite;255,831024;25,1586456;584,845215
8425265390181144046;keygraphite;266,736359;40,4769859;-381,762482
-1241461311366916134;keygraphite;267,369171;40,4954948;-379,793091
-4397819356305305509;keygraphite;306,170074;95,5595398;-208,805786
-3199250696766180;keygraphite;307,983002;95,7635193;-206,120789
9009035756750211609;keygraphite;332,526093;32,0468445;861,646118
-3445122500920871350;keygraphite;334,761993;32,6421356;863,277344
5639388361178599393;keygraphite;365,726105;60,4768372;-83,6739502
-6326628757947082427;keygraphite;366,032379;26,9912148;950,542358
-7713238477886404600;keygraphite;411,81778;43,5576706;403,450317
-1745086774804350682;keygraphite;420,260284;38,0667953;135,766663
-7389352272582925831;keygraphite;421,725006;81,3129959;28,3955078
6430831586620354923;keygraphite;423,543304;81,5565948;27,0145874
6002990831339319832;keygraphite;423,856049;38,1968384;136,606079
4095128648172514225;keygraphite;434,823151;43,8886566;846,199341
-6158958339361730610;keygraphite;473,803925;30,4487438;-570,83667
-4906897032413782802;keygraphite;475,71994;34,5899963;547,26001
-1167219419770867675;keygraphite;489,505035;26,1276455;774,130127
4074958158703569246;keygraphite;490,457062;25,9758301;775,149048
4687640789934581765;keygraphite;547,793579;45,2544098;-429,678253
8509639003288970673;keygraphite;547,984131;59,2828369;-353,131958
-865711013678869903;keygraphite;548,603027;59,1522141;-354,867859
-1908222503320265088;keygraphite;549,422974;45,1187019;-431,012329
-660981716752069033;keygraphite;558,414917;72,9322662;325,550049
2232880255665504712;keygraphite;561,406128;73,6068268;324,416138
-8581080166987047006;keygraphite;611,431885;42,3521652;-484,834839
-7465931916532849592;keygraphite;613,062744;42,3469009;-485,341644
8009049707165564157;keygraphite;614,374634;28,0350304;889,03418
-8417347166584919002;keygraphite;618,00769;27,9990692;889,098145
