id;item;x;y;z
-7773955455128096926;dullrock;-797,283081;57,2350006;-677,33075
-6345570057616999370;dullrock;-772,820007;98,0199966;-263,619995
5054082158218547611;dullrock;-693,890015;90,0899963;-121,599998
-6274493406821879824;dullrock;-564,26001;59,7799988;-585,390015
8178735586814103402;dullrock;-533,187988;53,3930016;695,661011
-1763275899879563025;dullrock;-482,570007;56,2700005;-585,530029
5243842860634557554;dullrock;-438,793091;66,5233154;701,616943
-673638653075675345;dullrock;-376,089996;80,8799973;-451,570007
-3763906172849619994;dullrock;-366,179993;54,8199997;749,97998
-1073643259788215391;dullrock;-346,348328;61,4105377;-358,112305
-6139780550903111531;dullrock;-314,910004;44,6300011;-773,23999
-434266536816897613;dullrock;-294,828247;82,2561569;269,897705
-5764747391988284197;dullrock;-281,540009;64,2399979;-506,420013
8167776923818481292;dullrock;-204,649994;65,8499985;-171,639999
-8870141800100452845;dullrock;-185;58,9399986;-349,540009
8638571948702024793;dullrock;-106,200317;61,7055092;-183,207642
8013560821893599597;dullrock;-70,0699997;45,5400009;647,450012
-3857796715484552424;dullrock;-45,3199463;64,7434998;-6,8651123
5953613439467615734;dullrock;-38,3803101;63,4356117;501,699951
7028450692694185141;dullrock;-30,8754883;92,4730072;211,900513
-8955637740906884319;dullrock;-13,9237671;61,9591599;-149,041992
6017431910537068820;dullrock;-13,3500004;62,8899994;14,5900002
7159457573441103918;dullrock;75,2467041;68,9564285;-193,458435
-8278459357685928803;dullrock;119,410004;34,5800018;488,48999
-7859085866085097158;dullrock;249,949997;39,5200005;433,730011
1395703453730551940;dullrock;285,100006;63,0800018;26,8400002
8519509665786767248;dullrock;308,579987;37,1300011;363,019989
-1245478760293819766;dullrock;348,790009;51,4000015;-162,080002
-6470809505702132054;dullrock;400,619995;59,6599998;-201,690002
2092441333143091978;dullrock;402,816895;78,4442139;226,390991
-57120796219176513;dullrock;419,369995;29,1900005;-393,980011
-3916465723503732117;dullrock;626,25;64,6299973;-29,5400009
-945505394457685400;dullrock;631,460022;32,2400017;-626,109985
-7943775985492536358;dullrock;670,52002;32,7299995;-315,980011
2555072430534364301;dullrock;720,210022;80,4599991;226,830002
