id;item;x;y;z
-2267084140774115851;mohlenhills;-796,119995;85,8399963;-160,169998
-8133443955750830043;mohlenhills;-697,340027;111,559998;65,25
-3168163042065809859;mohlenhills;-668,252319;66;-683,710266
-4091183838226384974;mohlenhills;-562,320007;222,220001;314,01001
8755258676933114180;mohlenhills;-441,623352;62,0400009;-413,783447
8712476824315866347;mohlenhills;-366,420013;60,6800003;709,140015
-7183799634471165845;mohlenhills;-214,29303;112,944626;435,461548
-919534636028397195;mohlenhills;-213,639999;66,0199966;121,589996
-566985578399775244;mohlenhills;-24,4699936;62,5050011;-156,48999
-7053956168683876830;mohlenhills;16,5300007;67,0800018;204,330002
4689004165408720529;mohlenhills;169,284058;38,0699997;658,0271
2035349556845139900;mohlenhills;326,640015;35,6500015;217,220001
-5820725405277507008;mohlenhills;381,109985;60,3699989;-195,600006
7123395523848113159;mohlenhills;413,5;26,4400005;825,630005
-9052695858284459632;mohlenhills;430,190002;82,0100021;42,1300011
3672624606761889907;mohlenhills;581,409973;35,1431351;-270,170013
6097534987943412642;mohlenhills;677,5;30,5799999;-822,179993
