id;item;x;y;z
-2183814066667582965;bone;-736,02002;88,1753769;-142,5
-115800955072922895;bone;-726,01001;61,4700012;-639,099976
9003317063835617354;bone;-441,630005;92,4499969;-90,5100021
-482837882204135451;bone;-380,850006;52,3300018;806,390015
-8336787146756758206;bone;-193,300003;77,3799973;-222,259995
6286870727030523210;bone;185,70105;36,4361343;333,836548
-3589797411883625794;bone;274,018066;61,618248;-242,853821
1828998352594085789;bone;329,746094;85,2594147;71,4044189
7874799949984034691;bone;365,384155;74,0113525;178,994629
7982721032270008329;bone;441,692139;34,481163;521,372803
-6049426196715566222;bone;448,75415;29,0043716;-453,046631
5570316450592519825;bone;596,679932;42,1678047;446,649048
9125549533433924178;bone;615,032593;33,7221222;-246,565369
