id;item;x;y;z
-1765387407341617200;alpafantleather;-773,140015;85,6900024;-54,6100006
-2904035651612867205;alpafantleather;-724,440002;61,5299988;-637,039978
-2858659317313477912;alpafantleather;-578,624084;94,9464645;-190,127991
-9052671225689688561;alpafantleather;-463,877625;65,562645;-205,557678
3331614413975726068;alpafantleather;-379,069824;108,346863;-549,586426
-4160603343936502113;alpafantleather;-364,549988;75,2699966;-207,820007
-7279976715984236526;alpafantleather;-191,5;77,3099976;-217,380005
-5542492837772544904;alpafantleather;-116,350525;60,9939232;-133,232849
5321716338202037908;alpafantleather;-29,5536499;49,3838692;687,108643
-9092625752712984852;alpafantleather;364,049988;73,8899994;179,300003
2566225059173202608;alpafantleather;443,480011;34,4199982;522,559998
7385070532658764099;alpafantleather;447,059998;29,1200008;-451,26001
391815326860657490;alpafantleather;498,803589;52,4431;-165,351929
