id;item;x;y;z
-899951338293795295;iron;-797,23999;75,3000031;-371,029999
-5701153853391521840;iron;-784,890015;84,8600006;-6,73999977
-8471550900638538927;iron;-735,26001;110,589996;-312,420013
258600787355033738;iron;-710,590027;117,230003;10,0799999
-9010287151132027065;iron;-696,820007;118,470001;10,3299999
-3472888813853981151;iron;-665,320007;167,190002;419,140015
2252748580473119923;iron;-630,530029;105,580002;-104,809998
-742561911826033258;iron;-626,645996;85,6395264;560,732971
-5670671229464016137;iron;-547,809998;158,429993;184,48999
-1818328535288957511;iron;-504,980011;53,0800018;724,559998
-4514580066573407658;iron;-428,470001;139,759995;536,450012
-7837991205502584764;iron;-407,890015;94,1500015;656,650024
-704380926264584433;iron;-313,950012;113,440002;440,820007
-7608181158592589389;iron;-200,880005;89,6699982;576,969971
2247127313671341034;iron;-198,910004;55,4199982;688,25
-3781647988028675456;iron;-33,6800003;57,7799988;474,140015
-5342299092379662280;iron;9,47999954;65,4300003;257,929993
