id;item;x;y;z
4062811034428686524;amphiscispillar;-903,906677;49,5041771;-66,532196
-7736544482968725729;amphiscispillar;-888,253662;25,4831772;254,467834
105731687157478673;amphiscispillar;-826,452698;57,3171768;-512,519165
564096535864554753;amphiscispillar;-813,877686;41,3761787;-852,093201
-3757074303980352536;amphiscispillar;-800,006592;26,1399994;562,726135
-6034184922922141494;amphiscispillar;-792,465698;64,2431793;143,605835
-2969709575671639752;amphiscispillar;-784,995728;84,1811752;11,9407959
-6074936933262064538;amphiscispillar;-699,366699;27,5741806;-849,872192
-6100766964606371340;amphiscispillar;-649,32666;65,3941803;-603,762207
8151769315252567002;amphiscispillar;-647,150024;146,800003;470,51001
8884746416197765204;amphiscispillar;-576,106689;60,7551804;602,5578
-3628885725216041950;amphiscispillar;-568,331665;103,390182;-125,467201
3528571935525592997;amphiscispillar;-524,690002;238,519989;321,529999
1732422572378386822;amphiscispillar;-523,332703;72,115181;-370,367188
7581122566287821484;amphiscispillar;-520,580017;141,681;138,199982
8865631286816395982;amphiscispillar;-506,056702;102,324181;15,8677979
9162398897583470148;amphiscispillar;-495,306702;55,9941788;-707,102173
4077817097454711398;amphiscispillar;-482,936707;186,044189;422,335815
-8202426095851568116;amphiscispillar;-462,640625;73,8312378;-472,042694
-4586126723387942632;amphiscispillar;-372,226685;51,9161797;814,07782
-2490315792584544606;amphiscispillar;-361,852692;99,0871811;146,064819
-3279339523546920310;amphiscispillar;-357,630676;75,2541809;-208,456207
7982659264262780525;amphiscispillar;-352,456696;141,984177;365,247803
-6183134334740661773;amphiscispillar;-309,410004;82,3199997;-487,959991
477500278779789460;amphiscispillar;-302,422699;77,7911758;-397,239197
3485220227106248626;amphiscispillar;-287,493683;24,8101807;802,667786
2823830681528409839;amphiscispillar;-256,134674;92,851181;243,264832
4069007090077061407;amphiscispillar;-234,176682;68,1541748;659,347839
-8440548017089667252;amphiscispillar;-234,176682;68,1541748;659,347839
6139102134881169277;amphiscispillar;-228,636688;46,6741791;-657,392212
-3174470937102237577;amphiscispillar;-129,634689;95,0321808;323,506775
3873440255049282225;amphiscispillar;-96,3534546;36,4780006;885,661438
-5903089579672711313;amphiscispillar;-41,9536743;26,037178;-956,897217
-1782827375257363139;amphiscispillar;-18,3306885;98,8261795;169,614807
-3248006526542649281;amphiscispillar;11,4499817;66,5299988;207,410004
-2579334422532396383;amphiscispillar;11,9233093;76,1741791;-94,9921875
-3371981260196605133;amphiscispillar;36,6333008;37,1991806;431,33783
7957155924582537653;amphiscispillar;50,6799927;78,4199982;-186,170029
4797142449450358478;amphiscispillar;76,9333191;62,4071808;80,4957886
-2207573643210156905;amphiscispillar;110,41333;72,037178;-195,082184
-595925077161861102;amphiscispillar;126,683044;84,1399994;-383,731445
-3585754462965434735;amphiscispillar;152,580017;34,3100014;554,450012
-2465643331981584558;amphiscispillar;168,964325;68,2041779;660,936829
-4570295107094227276;amphiscispillar;200,809998;38,0299988;191,669983
-2788786965718180769;amphiscispillar;244,469482;60,5073242;-276,056458
-5631136493488624683;amphiscispillar;254,871338;53,9871788;-357,630188
2202556697202972177;amphiscispillar;258,190063;38,9599991;270,339966
8508535466288205195;amphiscispillar;302,489319;28,4721794;579,51178
-9118370388908311761;amphiscispillar;385,23999;74,8199997;218,149994
-2185708540218566032;amphiscispillar;393,953308;102,246178;-280,152191
4411696020214371935;amphiscispillar;415,712341;32,5001793;669,898865
-3216896747078067105;amphiscispillar;482,540039;37,2999992;161,100006
2155720370680544917;amphiscispillar;483,26001;34,7900009;-242,660004
2898396977151868460;amphiscispillar;493,23999;34,7900009;-240,610001
-3862716036148763791;amphiscispillar;526,913147;49,766861;-274,737274
-4085066484091362529;amphiscispillar;597,213318;72,138176;426,447815
-641160439435834712;amphiscispillar;635,733093;62,6168633;-299,767273
-7818796869872776762;amphiscispillar;692,320007;52,7799988;-850,960022
8620425684230208802;amphiscispillar;703,523315;38,3681793;-87,8621826
3017736116199951267;amphiscispillar;741,003296;45,6441803;-468,662201
-8737211215811263837;amphiscispillar;741,043335;30,044178;-451,18219
-7683482980557679211;amphiscispillar;780,886719;82,8600006;237,725586
4253240607568315620;amphiscispillar;805,491516;27,0200005;-278,822327
6211687549666371351;amphiscispillar;814,557007;42,9929962;-769,572021
-8728116805570068549;amphiscispillar;829,060059;37,9500008;324,179993
342579517378152847;amphiscispillar;928,330017;29,3700027;752,780029
