id;item;x;y;z
-6949724853369207023;dryclay;-98,4691162;25,7619019;-546,454956
-1693604734938746421;dryclay;252,899994;66,8099976;-191,720001
-2207516566334640529;dryclay;317,609985;52,1800003;-327,459991
5247667660847633483;dryclay;351,48999;65,5999985;-189,619995
-144510431865020657;dryclay;373,73999;80,1299973;0,0599999987
1402763971000039271;dryclay;376,117676;50,4462471;-96,0592651
1240624889168367439;dryclay;493,529999;33,9799995;-367,850006
-6570987419085007522;dryclay;539,330017;51,4599991;-159,389999
8982114755732443803;dryclay;559,539978;54,8400002;-54,0999985
-7400412471147209127;dryclay;567,950012;33,9900017;-336,339996
-7291314125495244140;dryclay;578,030029;82,1399994;93,8300018
-7544532306620146425;dryclay;586,559998;27,8299999;-625,580017
-8340134191789966095;dryclay;633,460022;27,5;-723,650024
-2777497627077328430;dryclay;663,539978;75,2600021;41,2000008
1229293065475653460;dryclay;669,26001;33,3499985;-292,690002
-1998890838300918326;dryclay;718,280029;28,0200005;-491,450012
-4362717639484860183;dryclay;723,940002;78,3799973;138,869995
