id,type,item,item_id,amount,x,y,z,area,state
445,material,Sandstone,34,2,-183.88,25.29,-561.61,,needs check
446,material,Sandstone,34,1,220.63,50.41,-84.88,,needs check
447,material,Sandstone,34,1,290.66,54.72,-36.12,,needs check
448,material,Sandstone,34,2,433.9,60.92,-55.49,,needs check
449,material,Sandstone,34,1,457.01,77.29,268.14,,needs check
450,material,Sandstone,34,2,465.97,53.26,-156.99,,needs check
451,material,Sandstone,34,2,544.21,29.82,-403.1,,needs check
244,material,Sandstone,34,2,582.01,34.06,-321.71,,confirmed
239,material,Sandstone,34,2,625.562,30.3083,-464.933,,confirmed
452,material,Sandstone,34,1,633.09,54.58,-220.67,,needs check
236,material,Sandstone,34,1,640.86,30.24,-516.3,,confirmed
453,material,Sandstone,34,2,653.29,77.77,159.86,,needs check
162,material,Sandstone,34,2,829.32,55.57,291.89,,confirmed
