id,type,item,item_id,amount,x,y,z,area,state
82,unique,KeyGraphite,187,2,-838.17,25.9,547.46,,confirmed
83,unique,KeyGraphite,187,1,-836.61,61.47,-70.08,,confirmed
335,unique,KeyGraphite,187,1,-800.03,68.32,-571.85,,needs check
336,unique,KeyGraphite,187,1,-770.22,105.43,-235.45,,needs check
84,unique,KeyGraphite,187,2,-736.8,26.23,-875.45,,confirmed
85,unique,KeyGraphite,187,2,-736.57,126.45,-3.77002,,confirmed
337,unique,KeyGraphite,187,2,-730.42,103.58,164.25,,confirmed
338,unique,KeyGraphite,187,1,-723.81,26.18,783.99,,confirmed
339,unique,KeyGraphite,187,2,-723.26,117.93,-332.26,,needs check
86,unique,KeyGraphite,187,2,-706.58,41.34,573.83,,confirmed
340,unique,KeyGraphite,187,2,-698.67,134.42,472.92,,confirmed
341,unique,KeyGraphite,187,2,-689.29,108.24,-163.22,,needs check
87,unique,KeyGraphite,187,2,-684.39,97.99,-709.96,,confirmed
342,unique,KeyGraphite,187,2,-677.24,173.78,341.68,,confirmed
343,unique,KeyGraphite,187,2,-644.93,95.84,554.84,,confirmed
344,unique,KeyGraphite,187,1,-641.94,60.51,-518.88,,needs check
345,unique,KeyGraphite,187,2,-633.13,119.76,-351.33,,needs check
989,unique,KeyGraphite,187,2,-626.82,192.74,280.01,,needs check
88,unique,KeyGraphite,187,2,-597.11,222.47,319.57,,confirmed
89,unique,KeyGraphite,187,2,-578.77,96.99,-432.43,,confirmed
90,unique,KeyGraphite,187,1,-528.92,101.53,-160.28,,confirmed
347,unique,KeyGraphite,187,2,-510.91,32.42,-798.41,,needs check
91,unique,KeyGraphite,187,2,-510.37,131.25,138.46,,confirmed
92,unique,KeyGraphite,187,2,-478.73,197.5,383.88,,confirmed
93,unique,KeyGraphite,187,8,-455.991,69.0655,-573.733,,confirmed
95,unique,KeyGraphite,187,2,-452.061,62.8955,-448.893,,confirmed
94,unique,KeyGraphite,187,2,-448.01,76.1,-143.58,,confirmed
96,unique,KeyGraphite,187,1,-432.17,118.43,625.98,,confirmed
97,unique,KeyGraphite,187,1,-429.07,84.13,7.81,,confirmed
348,unique,KeyGraphite,187,2,-423.26,120.05,111.17,,confirmed
99,unique,KeyGraphite,187,2,-402.85,156.76,226.4,,confirmed
