id,type,item,item_id,amount,x,y,z,area,state
394,food,DuneRice,59,3,-718.84,25.95,622.78,,amount
644,food,DuneRice,59,3,-559.717,28.2323,-802.041,,needs check / amount
639,food,DuneRice,59,3,-198.495,25.9914,-588.603,,needs check / amount
638,food,DuneRice,59,3,158.347,67.048,-100.161,,needs check / amount
640,food,DuneRice,59,3,243.641,64.7791,-214.691,,needs check / amount
641,food,DuneRice,59,3,254.855,49.8105,-24.9459,,needs check / amount
252,food,DuneRice,59,2,369.22,83.5275,42.1372,,confirmed
635,food,DuneRice,59,2,410.524,82.7667,65.8151,,needs check
221,food,DuneRice,59,4,425.3,29.28,-483.89,,amount
642,food,DuneRice,59,3,444.982,77.7413,238.101,,needs check / amount
643,food,DuneRice,59,3,524.649,49.5188,-139.588,,needs check / amount
645,food,DuneRice,59,3,568.41,46.5866,-91.5068,,needs check / amount
636,food,DuneRice,59,2,579.036,33.3902,-258.107,,needs check
637,food,DuneRice,59,2,605.664,34.7949,-276.176,,needs check
650,food,DuneRice,59,4,606.055,82.7154,17.1677,,needs check / amount
646,food,DuneRice,59,3,691.597,31.382,-589.58,,needs check / amount
647,food,DuneRice,59,3,700.025,77.2079,154.332,,needs check / amount
648,food,DuneRice,59,3,710.009,26.7633,-522.669,,needs check / amount
649,food,DuneRice,59,3,713.842,33.7518,-796.204,,needs check / amount
235,food,DuneRice,59,3,730.28,29.4764,-566.098,,amount
651,food,DuneRice,59,4,763.613,26.2359,-348.634,,needs check / amount
