id,type,item,item_id,amount,x,y,z,area,state
658,food,Fatplant,61,2,175.487,59.9766,-61.3621,,needs check / amount
659,food,Fatplant,61,2,317.638,48.277,-111.597,,needs check / amount
660,food,Fatplant,61,2,440.696,80.2555,80.6233,,needs check / amount
654,food,Fatplant,61,1,477.817,59.9355,-67.3691,,needs check / amount
655,food,Fatplant,61,1,498.043,75.9813,297.74,,needs check / amount
223,food,Fatplant,61,3,551.42,30.32,-562.77,,amount
656,food,Fatplant,61,1,579.885,49.4047,-197.98,,needs check / amount
661,food,Fatplant,61,2,620.9,35.3717,-321.571,,needs check / amount
240,food,Fatplant,61,2,679.926,28.5253,-436.372,,amount
657,food,Fatplant,61,1,733.67,31.88,-286.24,,needs check / amount
662,food,Fatplant,61,2,755.339,78.5229,166.291,,needs check / amount
