id,type,item,item_id,amount,x,y,z,area,state
187,food,Mudbeet,66,2,26.1024,32.8371,689.484,,amount
664,food,Mudbeet,66,1,36.8201,38.3965,457.703,,needs check / amount
258,food,Mudbeet,66,2,72.546,32.6575,728.431,,amount
666,food,Mudbeet,66,2,128.93,33.6025,365.816,,needs check / amount
260,food,Mudbeet,66,2,176.824,29.8645,720.591,,amount
175,food,Mudbeet,66,2,189.728,35.0558,476.349,,amount
667,food,Mudbeet,66,3,190.563,35.5016,237.728,,needs check / amount
255,food,Mudbeet,66,1,230.974,38.208,174.338,,amount
663,food,Mudbeet,66,1,266.847,47.507,104.205,,needs check / amount
266,food,Mudbeet,66,2,390.38,35.89,452.78,,amount
167,food,Mudbeet,66,1,547.85,37.3466,390.285,,amount
665,food,Mudbeet,66,1,556.986,33.7482,539.835,,amount
165,food,Mudbeet,66,3,618.71,34.35,361.41,,amount
