type,item,item_id,amount,x,y,z,area
unique,Chest,338,,-802.885,62.4656,-483.082,
unique,Chest,343,,-674.151,147.932,449.85,
unique,Chest,340,,-636.5,195.317,280.5,
unique,Chest,341,,-531.52,58.76,592.6,
unique,Chest,324,,-366.974,77.5838,-126.867,
unique,Chest,353,,-274.85,119.41,456.8,
unique,Chest,322,,-222.69,62.3368,-293.62,
unique,Chest,325,,-187.077,25.1542,-840.173,
unique,Chest,321,,-135.37,75.3068,-190.29,
unique,Chest,350,,163.618,68.5368,326.599,
unique,Chest,351,,276.75,32.1856,744.78,
unique,Chest,344,,314.181,86.3538,49.4153,
unique,Chest,347,,389.955,107.817,-239.521,
unique,Chest,346,,484.69,31.1236,166.13,
unique,Chest,348,,619.14,31.4668,-486.93,
unique,Chest,348,,722.99,80.5802,184.422,
