id,type,item,item_id,amount,x,y,z,area,state
626,food,Carrant,8,2,-352.78,92.07,-706.51,,needs check
631,food,Carrant,8,4,-311.51,72.40,-563.43,,needs check
630,food,Carrant,8,4,-276.56,70.62,235.81,,needs check
204,food,Carrant,8,4,-236.77,59.04,-330.25,,confirmed
625,food,Carrant,8,2,-234.43,64.68,-256.48,,needs check
634,food,Carrant,8,6,-193.11,67.39,-468.44,,needs check
624,food,Carrant,8,2,-144.47,68.21,-449.35,,needs check
627,food,Carrant,8,4,-103.16,62.99,-81.39,,needs check
632,food,Carrant,8,4,-70.50,64.77,3.23,,needs check
629,food,Carrant,8,4,-24.00,60.56,-184.29,,needs check
633,food,Carrant,8,4,81.77,64.54,-255.81,,needs check
628,food,Carrant,8,4,168.53,61.71,131.70,,needs check
