id,type,item,item_id,amount,x,y,z,area,state
573,material,Alpafant_Leather,25,4,-773.14,85.69,-54.61,,confirmed
569,material,Alpafant_Leather,25,2,-724.44,61.53,-637.04,,needs check
572,material,Alpafant_Leather,25,4,-578.62,94.95,-190.13,,needs check
568,material,Alpafant_Leather,25,2,-463.88,65.56,-205.56,,needs check
574,material,Alpafant_Leather,25,6,-379.07,108.35,-549.59,,needs check
570,material,Alpafant_Leather,25,4,-364.55,75.27,-207.82,,needs check
210,material,Alpafant_Leather,25,4,-191.50,77.31,-217.38,,confirmed
211,material,Alpafant_Leather,25,4,-116.35,60.99,-133.23,,confirmed
184,material,Alpafant_Leather,25,4,-29.55,49.38,687.11,,confirmed
565,material,Alpafant_Leather,25,2,364.05,73.89,179.30,,needs check
566,material,Alpafant_Leather,25,2,443.48,34.42,522.56,,confirmed
567,material,Alpafant_Leather,25,2,447.06,29.12,-451.26,,needs check
571,material,Alpafant_Leather,25,4,498.80,52.44,-165.35,,needs check
