id,type,item,item_id,amount,x,y,z,area,state
16,unique,Idea,,,-773,109,-160,,needs check
17,unique,Idea,,,-637,75,-710,,needs check
18,unique,Idea,,,-553,43,787,,confirmed
19,unique,Idea,,,-461,82,-492,,confirmed
20,unique,Idea,,,-456,88,-467,,needs check
21,unique,Idea,,,-393,158,272,,confirmed
302,unique,Idea,,,-220,93,135,,confirmed
22,unique,Idea,,,80,73,-76,,confirmed
23,unique,Idea,,,84,73,-80,,confirmed
24,unique,Idea,,,120,84,-205,,confirmed
317,unique,Idea,,,466,59,440,AncientStables,confirmed
25,unique,Idea,,,622,33,-601,,needs check
26,unique,Idea,,,670.0,48.1,422.3,,needs check
