id,type,item,item_id,amount,x,y,z,area,state
747,food,Tingflower,10,4,-840.77,64.17,-315.51,,confirmed
736,food,Tingflower,10,2,-764.08,80.10,-459.44,,confirmed
746,food,Tingflower,10,4,-754.56,61.55,-556.15,,needs check
197,food,Tingflower,10,2,-703.78,109.23,-369.45,,confirmed
745,food,Tingflower,10,4,-634.52,64.83,-661.06,,needs check
744,food,Tingflower,10,4,-564.42,99.87,-242.34,,needs check
750,food,Tingflower,10,6,-538.88,58.60,-721.68,,needs check
743,food,Tingflower,10,4,-514.88,58.63,-652.31,,needs check
742,food,Tingflower,10,4,-475.67,59.80,-430.09,,needs check
741,food,Tingflower,10,4,-457.36,64.48,-237.76,,needs check
199,food,Tingflower,10,4,-437.05,61.38,-407.30,,confirmed
740,food,Tingflower,10,4,-427.61,60.82,-370.34,,needs check
749,food,Tingflower,10,6,-418.18,78.70,-605.78,,needs check
748,food,Tingflower,10,6,-381.52,66.15,-166.01,,needs check
739,food,Tingflower,10,4,-252.15,60.99,-644.70,,needs check
738,food,Tingflower,10,4,-145.42,68.28,-449.74,,needs check
737,food,Tingflower,10,4,-123.60,63.64,589.11,,confirmed
735,food,Tingflower,10,2,-72.58,64.82,4.48,,needs check
