id,type,item,item_id,amount,x,y,z,area,state
27,unique,Amphiscis_Orb,296,,-903.91,49.50,-66.53,,confirmed
28,unique,Amphiscis_Orb,296,,-888.25,25.48,254.47,,confirmed
29,unique,Amphiscis_Orb,296,,-826.45,57.32,-512.52,,confirmed
30,unique,Amphiscis_Orb,296,,-813.88,41.38,-852.09,,confirmed
31,unique,Amphiscis_Orb,296,,-800.01,26.14,562.73,,confirmed
32,unique,Amphiscis_Orb,296,,-792.47,64.24,143.61,,confirmed
33,unique,Amphiscis_Orb,296,,-785.00,84.18,11.94,,confirmed
34,unique,Amphiscis_Orb,296,,-699.37,27.57,-849.87,,confirmed
36,unique,Amphiscis_Orb,296,,-649.33,65.39,-603.76,,confirmed
35,unique,Amphiscis_Orb,296,,-647.15,146.80,470.51,,confirmed
37,unique,Amphiscis_Orb,296,,-576.11,60.76,602.56,,confirmed
38,unique,Amphiscis_Orb,296,,-568.33,103.39,-125.47,,confirmed
39,unique,Amphiscis_Orb,296,,-524.69,238.52,321.53,,confirmed
41,unique,Amphiscis_Orb,296,,-523.33,72.12,-370.37,,confirmed
40,unique,Amphiscis_Orb,296,,-520.58,141.68,138.20,,confirmed
42,unique,Amphiscis_Orb,296,,-506.06,102.32,15.87,,confirmed
43,unique,Amphiscis_Orb,296,,-495.31,55.99,-707.10,,confirmed
44,unique,Amphiscis_Orb,296,,-482.94,186.04,422.34,,confirmed
45,unique,Amphiscis_Orb,296,,-462.64,73.83,-472.04,,confirmed
46,unique,Amphiscis_Orb,296,,-372.23,51.92,814.08,,confirmed
47,unique,Amphiscis_Orb,296,,-361.85,99.09,146.06,,confirmed
48,unique,Amphiscis_Orb,296,,-357.63,75.25,-208.46,,confirmed
49,unique,Amphiscis_Orb,296,,-352.46,141.98,365.25,,confirmed
50,unique,Amphiscis_Orb,296,,-309.41,82.32,-487.96,,confirmed
328,unique,Amphiscis_Orb,296,,-302.42,77.79,-397.24,,needs check
51,unique,Amphiscis_Orb,296,,-287.49,24.81,802.67,,confirmed
52,unique,Amphiscis_Orb,296,,-256.13,92.85,243.26,,confirmed
329,unique,Amphiscis_Orb,296,2,-234.18,68.15,659.35,,confirmed
53,unique,Amphiscis_Orb,296,,-228.64,46.67,-657.39,,confirmed
54,unique,Amphiscis_Orb,296,,-129.63,95.03,323.51,,confirmed
189,unique,Amphiscis_Orb,296,,-96.35,36.48,885.66,,confirmed
55,unique,Amphiscis_Orb,296,,-41.95,26.04,-956.90,,confirmed
56,unique,Amphiscis_Orb,296,,-18.33,98.83,169.61,,confirmed
57,unique,Amphiscis_Orb,296,,11.45,66.53,207.41,,confirmed
58,unique,Amphiscis_Orb,296,,11.92,76.17,-94.99,,confirmed
59,unique,Amphiscis_Orb,296,,36.63,37.20,431.34,,confirmed
60,unique,Amphiscis_Orb,296,,50.68,78.42,-186.17,,confirmed
330,unique,Amphiscis_Orb,296,,76.93,62.41,80.50,,confirmed
61,unique,Amphiscis_Orb,296,,110.41,72.04,-195.08,,confirmed
62,unique,Amphiscis_Orb,296,,126.68,84.14,-383.73,,confirmed
63,unique,Amphiscis_Orb,296,,152.58,34.31,554.45,,confirmed
331,unique,Amphiscis_Orb,296,,168.96,68.20,660.94,,unreachable
64,unique,Amphiscis_Orb,296,,200.81,38.03,191.67,,confirmed
65,unique,Amphiscis_Orb,296,,244.47,60.51,-276.06,,confirmed
66,unique,Amphiscis_Orb,296,,254.87,53.99,-357.63,,confirmed
67,unique,Amphiscis_Orb,296,,258.19,38.96,270.34,,confirmed
68,unique,Amphiscis_Orb,296,,302.49,28.47,579.51,,confirmed
69,unique,Amphiscis_Orb,296,,385.24,74.82,218.15,,confirmed
248,unique,Amphiscis_Orb,296,,393.95,102.25,-280.15,,confirmed
70,unique,Amphiscis_Orb,296,,415.71,32.50,669.90,,confirmed
71,unique,Amphiscis_Orb,296,,482.54,37.30,161.10,,confirmed
72,unique,Amphiscis_Orb,296,,493.24,34.79,-240.61,,confirmed
73,unique,Amphiscis_Orb,296,,526.91,49.77,-274.74,,confirmed
74,unique,Amphiscis_Orb,296,,597.21,72.14,426.45,,confirmed
327,unique,Amphiscis_Orb,296,,635.73,62.62,-299.77,,confirmed
231,unique,Amphiscis_Orb,296,,692.32,52.78,-850.96,,confirmed
333,unique,Amphiscis_Orb,296,,703.52,38.37,-87.86,,unreachable
75,unique,Amphiscis_Orb,296,,741.00,45.64,-468.66,,confirmed
76,unique,Amphiscis_Orb,296,,741.04,30.04,-451.18,,confirmed
77,unique,Amphiscis_Orb,296,,780.89,82.86,237.73,,confirmed
78,unique,Amphiscis_Orb,296,,805.49,27.02,-278.82,,confirmed
79,unique,Amphiscis_Orb,296,,814.56,42.99,-769.57,,confirmed
80,unique,Amphiscis_Orb,296,,829.06,37.95,324.18,,confirmed
81,unique,Amphiscis_Orb,296,,928.33,29.37,752.78,,confirmed
