id,type,item,item_id,amount,x,y,z,area,state
582,food,AnuraShroom,67,4,37.24,38.38,456.86,,needs check
579,food,AnuraShroom,67,2,80.80,34.04,620.04,,confirmed
583,food,AnuraShroom,67,6,98.90,34.67,356.61,,needs check
580,food,AnuraShroom,67,4,120.01,35.18,422.02,,needs check
177,food,AnuraShroom,67,6,174.70,35.69,684.70,,confirmed
575,food,AnuraShroom,67,2,189.65,35.06,470.82,,needs check
262,food,AnuraShroom,67,2,190.24,34.76,569.43,,confirmed
576,food,AnuraShroom,67,2,233.72,34.57,321.25,,needs check
577,food,AnuraShroom,67,2,254.83,34.28,375.18,,needs check
581,food,AnuraShroom,67,4,266.95,47.50,104.35,,needs check
305,food,AnuraShroom,67,2,318.96,36.57,240.61,,confirmed
173,food,AnuraShroom,67,2,536.52,30.15,590.74,,confirmed
578,food,AnuraShroom,67,2,559.55,31.38,559.28,,confirmed
166,food,AnuraShroom,67,4,562.62,40.59,408.33,,confirmed
269,food,AnuraShroom,67,2,572.81,40.23,425.63,,confirmed
