id,type,item,item_id,amount,x,y,z,area,state
454,material,Solfodil,58,2,-798.42,96.69,-307.40,,confirmed
455,material,Solfodil,58,2,-772.26,78.34,-106.68,,confirmed
456,material,Solfodil,58,4,-765.20,79.33,-109.29,,confirmed
457,material,Solfodil,58,2,-719.65,111.89,38.46,,confirmed
196,material,Solfodil,58,4,-706.23,109.21,-368.76,,confirmed
458,material,Solfodil,58,2,-703.40,116.10,172.25,,confirmed
460,material,Solfodil,58,6,-662.07,182.37,301.03,,confirmed
398,material,Solfodil,58,2,-636.49,167.00,436.08,,confirmed
385,material,Solfodil,58,2,-567.05,58.46,633.50,,confirmed
461,material,Solfodil,58,2,-563.19,53.57,774.84,,confirmed
462,material,Solfodil,58,2,-425.11,54.62,733.89,,confirmed
400,material,Solfodil,58,4,-369.45,143.96,419.73,,confirmed
463,material,Solfodil,58,2,-311.99,72.42,-563.45,,needs check
408,material,Solfodil,58,4,-266.13,101.58,472.12,,confirmed
464,material,Solfodil,58,4,-216.51,53.53,707.24,,confirmed
465,material,Solfodil,58,2,-190.96,124.58,460.50,,confirmed
466,material,Solfodil,58,2,10.94,55.08,430.96,,needs check
467,material,Solfodil,58,4,76.78,61.21,222.65,,needs check
