id,type,item,item_id,amount,x,y,z,area,state
670,food,Nuctus,60,4,283.73,50.63,-142.47,,needs check
250,food,Nuctus,60,2,294.41,66.99,-169.94,,confirmed
218,food,Nuctus,60,4,324.10,51.97,-347.63,,confirmed
671,food,Nuctus,60,4,404.25,48.24,-115.36,,needs check
672,food,Nuctus,60,4,486.76,80.48,110.60,,needs check
673,food,Nuctus,60,4,507.25,75.03,200.36,,needs check
668,food,Nuctus,60,2,585.47,33.16,-235.14,,needs check
227,food,Nuctus,60,8,632.45,26.29,-749.19,,confirmed
225,food,Nuctus,60,4,644.40,28.80,-575.94,,confirmed
669,food,Nuctus,60,2,650.60,33.16,-276.06,,needs check
237,food,Nuctus,60,2,656.19,31.27,-509.42,,confirmed
674,food,Nuctus,60,4,660.28,28.85,-666.18,,needs check
229,food,Nuctus,60,4,701.47,28.80,-678.36,,confirmed
