id,type,item,item_id,amount,x,y,z,area,state
388,food,Redberry,0,2,-615.04,56.18,586.80,,confirmed
688,food,Redberry,0,2,-505.76,56.75,681.07,,confirmed
694,food,Redberry,0,6,-279.34,61.26,-324.99,,needs check
202,food,Redberry,0,2,-266.70,61.42,-336.38,,confirmed
693,food,Redberry,0,4,-260.41,63.59,-260.01,,needs check
691,food,Redberry,0,4,-147.68,64.82,52.84,,needs check
208,food,Redberry,0,6,-140.46,57.05,-245.06,,confirmed
690,food,Redberry,0,4,-119.51,63.22,-78.94,,needs check
692,food,Redberry,0,4,19.70,63.02,346.53,,needs check
689,food,Redberry,0,2,81.02,64.55,-256.43,,needs check
