id,type,item,item_id,amount,x,y,z,area,state
722,food,TelkinChives,71,2,-810.27,86.71,-192.05,,confirmed
734,food,TelkinChives,71,6,-783.99,97.55,-283.27,,confirmed
732,food,TelkinChives,71,4,-781.59,76.91,-416.85,,confirmed
721,food,TelkinChives,71,2,-765.08,79.47,-110.50,,confirmed
720,food,TelkinChives,71,2,-702.64,116.37,172.88,,confirmed
719,food,TelkinChives,71,2,-696.15,91.13,-77.96,,confirmed
718,food,TelkinChives,71,2,-595.96,162.44,221.60,,confirmed
731,food,TelkinChives,71,4,-575.84,53.23,729.19,,confirmed
730,food,TelkinChives,71,4,-537.93,155.69,161.67,,confirmed
396,food,TelkinChives,71,2,-500.07,84.35,593.00,,confirmed
728,food,TelkinChives,71,4,-492.65,59.28,652.58,,confirmed
412,food,TelkinChives,71,4,-478.64,102.43,11.27,,confirmed
727,food,TelkinChives,71,4,-452.01,131.26,142.08,,confirmed
410,food,TelkinChives,71,4,-435.26,142.06,178.65,,confirmed
726,food,TelkinChives,71,4,-402.83,139.78,515.84,,confirmed
725,food,TelkinChives,71,4,-333.40,54.96,724.95,,confirmed
724,food,TelkinChives,71,4,-292.12,106.86,467.74,,confirmed
723,food,TelkinChives,71,4,-239.57,91.84,506.98,,confirmed
404,food,TelkinChives,71,4,-147.72,70.98,544.16,,confirmed
405,food,TelkinChives,71,4,-74.55,76.24,519.09,,confirmed
729,food,TelkinChives,71,4,-50.19,47.38,582.36,,confirmed
717,food,TelkinChives,71,2,-43.96,98.09,258.22,,needs check
716,food,TelkinChives,71,2,11.00,55.07,430.94,,needs check
733,food,TelkinChives,71,6,33.22,62.12,276.37,,needs check
